stage_name,stage_date,stage_length,stage_GC_rank,stage_GC_rider,stage_GC_time,stage_GC_team
Stage 1 (ITT) | Fossacesia Marina - Ortona,06/05,(19.6k),1,EVENEPOEL Remco ,0:21:18,Soudal - Quick Step
Stage 8 | Terni - Fossombrone,13/05,(207k),154,MOSCON Gianni,1:47:18,Astana Qazaqstan Team
Stage 8 | Terni - Fossombrone,13/05,(207k),155,ARASHIRO Yukiya,1:48:04,Bahrain - Victorious
Stage 8 | Terni - Fossombrone,13/05,(207k),156,HVIDEBERG Jonas Iversby,1:48:15,Team DSM
Stage 8 | Terni - Fossombrone,13/05,(207k),157,FIORELLI Filippo,1:48:16,Green Project-Bardiani CSF-Faizanè
Stage 8 | Terni - Fossombrone,13/05,(207k),158,CAVENDISH Mark,1:48:19,Astana Qazaqstan Team
Stage 8 | Terni - Fossombrone,13/05,(207k),159,CIMOLAI Davide,1:48:34,Cofidis
Stage 8 | Terni - Fossombrone,13/05,(207k),160,DALLA VALLE Nicolas,1:49:44,Team Corratec - Selle Italia
Stage 8 | Terni - Fossombrone,13/05,(207k),161,TUSVELD Martijn,1:51:06,Team DSM
Stage 8 | Terni - Fossombrone,13/05,(207k),162,HOOLE Daan,1:52:49,Trek - Segafredo
Stage 8 | Terni - Fossombrone,13/05,(207k),163,GANDIN Stefano,1:53:30,Team Corratec - Selle Italia
Stage 8 | Terni - Fossombrone,13/05,(207k),164,STOJNIĆ Veljko,1:55:54,Team Corratec - Selle Italia
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),1,EVENEPOEL Remco,34:33:42,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),2,THOMAS Geraint,0:45,INEOS Grenadiers
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),3,ROGLIČ Primož,0:47,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),4,GEOGHEGAN HART Tao,0:50,INEOS Grenadiers
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),5,ALMEIDA João,1:07,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),6,LEKNESSUND Andreas,",,",Team DSM
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),7,VLASOV Aleksandr,1:48,BORA - hansgrohe
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),8,CARUSO Damiano,2:13,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),9,KÄMNA Lennard,2:37,BORA - hansgrohe
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),10,SIVAKOV Pavel,3:00,INEOS Grenadiers
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),11,VINE Jay,3:09,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),12,DUNBAR Eddie,3:17,Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),13,ARENSMAN Thymen,",,",INEOS Grenadiers
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),14,DE PLUS Laurens,3:21,INEOS Grenadiers
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),15,PARET-PEINTRE Aurélien,3:33,AG2R Citroën Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),16,HAIG Jack,3:43,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),17,CARTHY Hugh,4:07,EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),18,BARTA Will,4:56,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),19,BUITRAGO Santiago,5:25,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),20,PINOT Thibaut,5:33,Groupama - FDJ
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),21,POZZOVIVO Domenico,6:23,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),22,URÁN Rigoberto,",,",EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),23,BARGUIL Warren,6:50,Team Arkéa Samsic
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),24,RUBIO Einer Augusto,7:27,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),25,VELASCO Simone,8:50,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),26,KONRAD Patrick,9:28,BORA - hansgrohe
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),27,FORTUNATO Lorenzo,10:41,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),28,SÁNCHEZ Luis León,11:55,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),29,VAN WILDER Ilan,12:52,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),30,SKUJIŅŠ Toms,12:58,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),31,BOUWMAN Koen,13:07,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),32,LASTRA Jonathan,13:12,Cofidis
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),33,CEPEDA Jefferson Alexander,14:30,EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),34,ZANA Filippo,14:31,Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),35,KÜNG Stefan,15:57,Groupama - FDJ
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),36,ARMIRAIL Bruno,16:04,Groupama - FDJ
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),37,KUSS Sepp,16:27,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),38,TONELLI Alessandro,16:43,Green Project-Bardiani CSF-Faizanè
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),39,VERVAEKE Louis,17:03,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),40,FORMOLO Davide,17:19,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),41,CATTANEO Mattia,17:50,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),42,HESSMANN Michel,18:57,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),43,COVILI Luca,20:36,Green Project-Bardiani CSF-Faizanè
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),44,ULISSI Diego,22:58,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),45,JUNGELS Bob,24:54,BORA - hansgrohe
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),46,FRIGO Marco,25:29,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),47,PETILLI Simone,26:36,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),48,BAIS Mattia,27:17,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),49,HUYS Laurens,27:23,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),50,GEE Derek,27:33,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),51,HEALY Ben,27:43,EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),52,PARET-PEINTRE Valentin,28:52,AG2R Citroën Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),53,MCNULTY Brandon,29:32,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),54,HIRT Jan,30:35,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),55,ROTA Lorenzo,32:43,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),56,OOMEN Sam,35:40,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),57,PALZER Anton,36:46,BORA - hansgrohe
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),58,ZAMBANINI Edoardo,37:22,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),59,PRODHOMME Nicolas,37:53,AG2R Citroën Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),60,OLDANI Stefano,38:58,Alpecin-Deceuninck
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),61,CORT Magnus,40:52,EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),62,DENZ Nico,41:36,BORA - hansgrohe
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),63,VANHOUCKE Harm,41:57,Team DSM
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),64,BIDARD François,42:28,Cofidis
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),65,ALBANESE Vincenzo,44:08,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),66,PRONSKIY Vadim,44:40,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),67,VERONA Carlos,45:21,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),68,DOMBROWSKI Joe,45:28,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),69,MOLLEMA Bauke,45:52,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),70,SCOTSON Callum,48:19,Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),71,GIBBONS Ryan,48:24,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),72,TAARAMÄE Rein,50:03,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),73,DE MARCHI Alessandro,50:08,Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),74,SCARONI Christian,50:29,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),75,PASQUALON Andrea,52:23,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),76,BAIS Davide,53:50,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),77,PUCCIO Salvatore,54:26,INEOS Grenadiers
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),78,GABBURO Davide,54:37,Green Project-Bardiani CSF-Faizanè
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),79,SWIFT Ben,55:49,INEOS Grenadiers
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),80,WÜRTZ SCHMIDT Mads,56:21,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),81,WARBASSE Larry,57:13,AG2R Citroën Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),82,DENNIS Rohan,57:21,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),83,CHEREL Mikaël,57:22,AG2R Citroën Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),84,BETTIOL Alberto,57:45,EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),85,SÜTTERLIN Jasha,57:50,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),86,RIES Michel,58:15,Team Arkéa Samsic
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),87,RICCITELLO Matthew,1:00:22,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),88,MATTHEWS Michael,1:01:27,Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),89,VERRE Alessandro,1:01:32,Team Arkéa Samsic
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),90,BERWICK Sebastian,1:01:58,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),91,GHEBREIGZABHIER Amanuel,1:02:16,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),92,TOUMIRE Hugo,1:03:46,Cofidis
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),93,STEWART Jake,1:05:11,Groupama - FDJ
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),94,SERRY Pieter,1:05:32,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),95,VACEK Karel,1:07:05,Team Corratec - Selle Italia
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),96,TESFATSION Natnael,1:07:11,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),97,GAVAZZI Francesco,1:07:22,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),98,PÖSTLBERGER Lukas,",,",Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),99,MOLARD Rudy,1:08:43,Groupama - FDJ
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),100,CAICEDO Jonathan Klever,1:09:21,EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),101,RIESEBEEK Oscar,1:09:29,Alpecin-Deceuninck
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),102,GROVES Kaden,1:11:09,Alpecin-Deceuninck
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),103,REX Laurenz,1:12:37,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),104,MAYRHOFER Marius,1:12:57,Team DSM
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),105,BOUET Maxime,1:13:09,Team Arkéa Samsic
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),106,PEDERSEN Mads,1:13:21,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),107,ROJAS José Joaquín,1:13:31,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),108,MAESTRI Mirco,1:13:32,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),109,BYSTRØM Sven Erik,1:13:35,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),110,CHAMPION Thomas,1:14:02,Cofidis
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),111,GUERNALEC Thibault,1:14:14,Team Arkéa Samsic
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),112,ACKERMANN Pascal,1:14:43,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),113,BATTISTELLA Samuele,1:14:45,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),114,SEVILLA Diego Pablo,1:16:07,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),115,LEYSEN Senne,1:16:41,Alpecin-Deceuninck
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),116,COVI Alessandro,1:17:33,UAE Team Emirates
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),117,RODRÍGUEZ Óscar,1:20:10,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),118,GLOAG Thomas,1:22:14,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),119,HEPBURN Michael,1:22:49,Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),120,MARCELLUSI Martin,1:23:14,Green Project-Bardiani CSF-Faizanè
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),121,VENDRAME Andrea,1:24:00,AG2R Citroën Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),122,BENEDETTI Cesare,1:24:50,BORA - hansgrohe
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),123,SBARAGLI Kristian,1:25:52,Alpecin-Deceuninck
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),124,MILAN Jonathan,1:26:09,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),125,FETTER Erik,1:26:41,EOLO-Kometa
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),126,AFFINI Edoardo,1:28:08,Jumbo-Visma
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),127,CLARKE Simon,1:28:33,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),128,KIRSCH Alex,1:29:03,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),129,BAUDIN Alex,1:30:09,AG2R Citroën Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),130,MULUBRHAN Henok,1:32:32,Green Project-Bardiani CSF-Faizanè
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),131,DE BOD Stefan,1:32:44,EF Education-EasyPost
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),132,CONSONNI Simone,1:34:08,Cofidis
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),133,DAINESE Alberto,1:35:02,Team DSM
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),134,TORRES Albert,1:35:17,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),135,DELETTRE Alexandre,1:37:20,Cofidis
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),136,WILLIAMS Stephen,1:37:30,Israel - Premier Tech
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),137,MÄRKL Niklas,1:39:21,Team DSM
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),138,GAVIRIA Fernando,1:39:53,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),139,KANTER Max,1:40:51,Movistar Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),140,ČERNÝ Josef,1:41:10,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),141,QUARTERMAN Charlie,1:41:32,Team Corratec - Selle Italia
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),142,BONIFAZIO Niccolò,1:41:47,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),143,STEWART Campbell,1:42:02,Team Jayco AlUla
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),144,IACCHI Alessandro,1:43:42,Team Corratec - Selle Italia
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),145,BALLERINI Davide,1:43:53,Soudal - Quick Step
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),146,KONOVALOVAS Ignatas,1:44:09,Groupama - FDJ
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),147,MARIT Arne,1:44:58,Intermarché - Circus - Wanty
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),148,KONYCHEV Alexander,1:45:35,Team Corratec - Selle Italia
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),149,MAGLI Filippo,1:46:14,Green Project-Bardiani CSF-Faizanè
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),150,RIOU Alan,1:46:30,Team Arkéa Samsic
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),151,LIENHARD Fabian,1:47:52,Groupama - FDJ
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),152,KRIEGER Alexander,1:48:25,Alpecin-Deceuninck
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),153,MOSCON Gianni,1:51:29,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),154,ARASHIRO Yukiya,1:51:51,Bahrain - Victorious
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),155,VERGAERDE Otto,1:52:18,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),156,CAVENDISH Mark,1:53:46,Astana Qazaqstan Team
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),157,FIORELLI Filippo,1:54:10,Green Project-Bardiani CSF-Faizanè
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),158,HVIDEBERG Jonas Iversby,1:54:51,Team DSM
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),159,DALLA VALLE Nicolas,1:55:19,Team Corratec - Selle Italia
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),160,HOOLE Daan,1:56:04,Trek - Segafredo
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),161,TUSVELD Martijn,1:57:51,Team DSM
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),162,GANDIN Stefano,1:58:23,Team Corratec - Selle Italia
Stage 9 (ITT) | Savignano sul Rubicone - Cesena,14/05,(35k),163,STOJNIĆ Veljko,2:01:20,Team Corratec - Selle Italia
Stage 10 | Scandiano - Viareggio,16/05,(196k),1,THOMAS Geraint,39:26:33,INEOS Grenadiers
Stage 10 | Scandiano - Viareggio,16/05,(196k),2,ROGLIČ Primož,0:02,Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),3,GEOGHEGAN HART Tao,0:05,INEOS Grenadiers
Stage 10 | Scandiano - Viareggio,16/05,(196k),4,ALMEIDA João,0:22,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),5,LEKNESSUND Andreas,0:35,Team DSM
Stage 10 | Scandiano - Viareggio,16/05,(196k),6,CARUSO Damiano,1:28,Bahrain - Victorious
Stage 10 | Scandiano - Viareggio,16/05,(196k),7,KÄMNA Lennard,1:52,BORA - hansgrohe
Stage 10 | Scandiano - Viareggio,16/05,(196k),8,SIVAKOV Pavel,2:15,INEOS Grenadiers
Stage 10 | Scandiano - Viareggio,16/05,(196k),9,DUNBAR Eddie,2:32,Team Jayco AlUla
Stage 10 | Scandiano - Viareggio,16/05,(196k),10,ARENSMAN Thymen,",,",INEOS Grenadiers
Stage 10 | Scandiano - Viareggio,16/05,(196k),11,DE PLUS Laurens,2:36,INEOS Grenadiers
Stage 10 | Scandiano - Viareggio,16/05,(196k),12,PARET-PEINTRE Aurélien,2:48,AG2R Citroën Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),13,HAIG Jack,2:58,Bahrain - Victorious
Stage 10 | Scandiano - Viareggio,16/05,(196k),14,CARTHY Hugh,3:22,EF Education-EasyPost
Stage 10 | Scandiano - Viareggio,16/05,(196k),15,BUITRAGO Santiago,4:40,Bahrain - Victorious
Stage 10 | Scandiano - Viareggio,16/05,(196k),16,PINOT Thibaut,4:48,Groupama - FDJ
Stage 10 | Scandiano - Viareggio,16/05,(196k),17,VELASCO Simone,8:05,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),18,KONRAD Patrick,8:43,BORA - hansgrohe
Stage 10 | Scandiano - Viareggio,16/05,(196k),19,VAN WILDER Ilan,12:07,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),20,VINE Jay,12:52,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),21,LASTRA Jonathan,13:34,Cofidis
Stage 10 | Scandiano - Viareggio,16/05,(196k),22,CEPEDA Jefferson Alexander,13:45,EF Education-EasyPost
Stage 10 | Scandiano - Viareggio,16/05,(196k),23,ARMIRAIL Bruno,15:19,Groupama - FDJ
Stage 10 | Scandiano - Viareggio,16/05,(196k),24,KUSS Sepp,15:42,Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),25,TONELLI Alessandro,17:05,Green Project-Bardiani CSF-Faizanè
Stage 10 | Scandiano - Viareggio,16/05,(196k),26,RUBIO Einer Augusto,17:10,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),27,VERVAEKE Louis,17:25,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),28,CATTANEO Mattia,18:12,Soudal - Quick Step
Stage 10 | Scandiano - Viareggio,16/05,(196k),29,HESSMANN Michel,",,",Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),30,FORTUNATO Lorenzo,20:24,EOLO-Kometa
Stage 10 | Scandiano - Viareggio,16/05,(196k),31,COVILI Luca,20:58,Green Project-Bardiani CSF-Faizanè
Stage 10 | Scandiano - Viareggio,16/05,(196k),32,SKUJIŅŠ Toms,22:41,Trek - Segafredo
Stage 10 | Scandiano - Viareggio,16/05,(196k),33,BOUWMAN Koen,22:50,Jumbo-Visma
Stage 10 | Scandiano - Viareggio,16/05,(196k),34,ULISSI Diego,23:20,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),35,ZANA Filippo,24:14,Team Jayco AlUla
Stage 10 | Scandiano - Viareggio,16/05,(196k),36,GEE Derek,25:50,Israel - Premier Tech
Stage 10 | Scandiano - Viareggio,16/05,(196k),37,FRIGO Marco,25:51,Israel - Premier Tech
Stage 10 | Scandiano - Viareggio,16/05,(196k),38,BARTA Will,26:22,Movistar Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),39,HUYS Laurens,26:38,Intermarché - Circus - Wanty
Stage 10 | Scandiano - Viareggio,16/05,(196k),40,FORMOLO Davide,27:02,UAE Team Emirates
Stage 10 | Scandiano - Viareggio,16/05,(196k),41,BARGUIL Warren,28:16,Team Arkéa Samsic
Stage 10 | Scandiano - Viareggio,16/05,(196k),42,PARET-PEINTRE Valentin,29:14,AG2R Citroën Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),43,ROTA Lorenzo,31:58,Intermarché - Circus - Wanty
Stage 10 | Scandiano - Viareggio,16/05,(196k),44,SÁNCHEZ Luis León,33:21,Astana Qazaqstan Team
Stage 10 | Scandiano - Viareggio,16/05,(196k),45,JUNGELS Bob,34:37,BORA - hansgrohe
